Date_Epoch_Week,Num_Helpful,Num_Funny,Hours_Played,Recommend
2538,6.898550724637682,4.753623188405797,0.01607197417293385,0.927536231884058
2539,1.6428571428571428,0.6428571428571429,0.036530715918574694,0.9285714285714286
2540,4.333333333333333,2.0833333333333335,0.032162814325628654,0.9166666666666666
2541,2.1666666666666665,1.0,0.024680382694098724,0.8333333333333334
2542,1.5,6.5,0.017716535433070866,1.0
2543,0.0,0.0,0.03949707899415799,1.0
2545,2.6666666666666665,0.3333333333333333,0.019642705952078572,1.0
2546,1.0,0.0,0.022288544577089155,1.0
2547,0.0,0.0,0.012827025654051308,1.0
2549,0.0,0.0,0.01964270595207857,1.0
2550,7.333333333333333,8.222222222222221,0.018584370502074336,1.0
2551,0.3333333333333333,0.0,0.018440436880873764,1.0
2553,0.0,0.0,0.016764033528067056,1.0
2554,2.0,1.0,0.002286004572009144,0.0
2555,7.857142857142857,2.5714285714285716,0.16803947893610074,0.8571428571428571
2556,12.666666666666666,1.3333333333333333,0.025103716874100415,1.0
2557,9.8,4.0,0.0238252476504953,1.0
2558,11.0,30.0,0.03194056388112776,1.0
2560,1.75,4.5,0.006445262890525782,1.0
2561,0.2,0.0,0.04566929133858268,1.0
2562,0.0,0.0,0.012657691982050632,1.0
2563,2.5,0.0,0.016256032512065026,1.0
2564,1.0,5.0,0.030099060198120395,0.0
2569,0.0,0.0,0.0017780035560071119,1.0
2570,3.0,0.0,0.023114046228092457,1.0
2571,0.0,0.0,0.0539751079502159,1.0
2572,4.0,0.0,0.012319024638049278,1.0
2573,0.0,0.0,0.002159004318008636,1.0
2574,0.0,0.0,0.0577004487342308,1.0
2575,0.0,0.0,0.022987045974091947,1.0
2576,0.0,0.0,0.010350520701041404,1.0
2578,9.0,13.0,0.0034290068580137157,1.0
2581,0.0,0.0,0.011811023622047246,1.0
2582,0.16129032258064516,0.3870967741935484,0.010889247584946783,0.967741935483871
2583,9.0,2.2222222222222223,0.008791239804701832,1.0
2584,7.0,0.0,0.009017018034036069,1.0
2586,3.0,0.0,0.015113030226060453,1.0
2588,1.0,1.0,0.012954025908051817,1.0
2590,8.333333333333334,1.0,0.014308695284057234,1.0
2591,2.0,2.0,0.011938023876047754,1.0
2592,0.0,0.0,0.022479044958089917,1.0
2594,3.5,0.5,0.02692405384810769,1.0
2596,6.0,0.0,0.03530607061214122,1.0
2599,0.0,0.0,0.032639065278130555,1.0
2600,0.25,0.0,0.01120777241554483,1.0
2601,1.6666666666666667,0.0,0.03848107696215392,1.0
2602,16.0,1.0,0.2649225298450597,1.0
2603,0.4,0.0,0.023291846583693165,1.0
2604,2.875,0.0,0.029924434848869697,1.0
2605,1.625,0.0,0.02611442722885446,1.0
2606,0.1111111111111111,0.0,0.027756611068777692,1.0
2607,0.4444444444444444,0.5555555555555556,0.020066040132080264,0.7777777777777778
2608,0.25,0.0625,0.022431419862839728,1.0
2609,0.5,0.0,0.03100922868512404,0.8333333333333334
2610,1.6666666666666667,0.0,0.024278215223097113,0.8333333333333334
2611,0.0,0.0,0.013800694268055205,1.0
2612,0.4444444444444444,0.0,0.11938023876047753,0.8888888888888888
2613,0.3333333333333333,0.0,0.01600203200406401,1.0
2615,0.5,0.0,0.034417068834137664,1.0
