1536770,0,0,76561198079596463,308,10,1,29.9,"October 24, 2022","I am not necessarily a beginner to programming but this is a decent educational ""game"". Its more of a interactive textbook but I found it useful. I am trying to get a job as a programmer so I am exploring many different resources. This one definitely makes you think and that is a good thing. I feel there is room for improvement and I would love to see more of these types of ""games"". I see a lot of potential in this and I feel it could be expanded much further. One thing people need to understand is that is only a resource for learning Python. When you finish it you will most likely still not really know what you are doing but it will edge you in the right direction and allow you to piece things together easier. Once finished you will most likely be able to design a very simple program but to get to a actual payable level you are going to need more then just this and a ton of practice. I do recommend this for beginner programmers and or anyone who has not tried Python before. I have taken classes in other languages and worked with them for a few years but had never worked with Python so I found it interesting. Overall I think its worth the money. Investing in yourself is never a bad idea especially for this price."
1536770,0,0,76561198117872958,241,7,1,6.4,"October 9, 2022",game seems to install Uwamson Trojan or is it just me?will change my review if Im wrong.Update. This is apparently a false positive.
1536770,1,0,76561198056557298,36,1,1,9.9,"September 19, 2022",Really good tool to learn the basics of programming using Python.  I just finished Chapter 1 and I like the challenge questions that are given that you must answer correctly to proceed.  :D  My antivirus did flag a file as suspicious after I ran the game the first time.  At first it didn't run but after allowing that flagged file then it ran perfectly.  Really good tutorial so far.  Will update after finishing entire game.  Thanks Devs!
1536770,0,0,76561198098403719,61,5,1,4.9,"August 25, 2022",Fun tool for getting started
1536770,6,1,JcJet,864,231,-1,0.2,"July 5, 2022","Game requires Internet connection and doesn't work in autonomous modeWhen online, the game works fine, but when I go offline in Steam, the following error appears for less than a second and then CTD:Traceback (most recent call last):	File ""game.py"", line 16, in <module>	File ""steamworks\__init__.py"", line 152, in initializesteamworks.exceptions.SteamConnectionException: Not logged on or connection to Steam client could not be established[9408] Failed to execute script gameI don't even want to write to the author and babysit such a dumb errors. They say they'll teach you Python but as it seems, they can't write a simple thing right in real Python program.For those who wonder why this is a ""dumb"" error illustrating the skill of the coder: in any programming language, when dealing with Internet connection or any third-party services which aren't in your full control (such as steamworks API which can be updated or changed anytime), you always assume connection problems and other issues, and always implement failsafes so the program won't just crash when something change outside of the program. If it's a non-critical thing, like unstable internet - just disable online features in case of disconnect. If it's critical, stop the program safely whatever it means in a particular case and inform the user of the issue.Search for books about the clean code."
1536770,1,0,Delta9mm,295,19,1,10.7,"June 4, 2022",A very simply designed walk through of coding in python language. Super cool stuff! Thanks devs!
1536770,0,0,76561198249825890,33,1,1,8.3,"May 30, 2022","great resource! nicely put together, explained in simple terms."
1536770,8,1,76561198065813885,63,4,-1,68.6,"May 22, 2022","Exercises can not be skipped. Answers are also not provided to someone at the end of their rope. To someone new to Python they will go through the exercises and eventually reach one they can not answer. Not answering the question will not allow them to move on. A solution should be something like question is asked and if the student gets it wrong 5 times in a row. The answer should be provided. Why? Because if you are a total noob which I assume this game was made for ""This game assumes absolutely zero prerequisite background.,"" you will eventually get stuck no matter how much you paid attention to the lessons."
1536770,0,0,B_Rett,158,19,1,5.9,"May 21, 2022",Decent tool to help learn python
1536770,0,0,76561198838299580,154,58,1,0.4,"April 13, 2022","I did it, for a few minutes, and now i know python, thanks guys from san fran!"
1536770,4,0,76561198121171727,321,7,1,3.0,"March 22, 2022","So I've got minimal coding knowledge going into this, and even before completing the first chapter (out of 10+!), I've only had a good time!I highly, highly recommend this to anyone looking for basic/intro programming knowledge, because for US $3, there's no better education that I have found than this. Major props to the dev for this--education is hard enough, but making such an interactive educational game centered around Python made in Python is incredible to me! If the dev makes any more games for this series, I'd buy them 5x the price in a heartbeat--already I've put just over an hour and going at this rate, I'd expect to put more than 10x this amount into it. It's good content!I think if there was any constructive criticism I could give, it'd simply be: 1) I'd love to see some music in this. I've had Virtual Cottage on in the background, so it's not a big deal to me.2) If there were more exercises in between lessons/parts of chapters, as well as an additional exercise section, this could easily be one of my favorite hidden gems of the year (it may already be!)Once again, good job, Dev, and I hope things go well! :)"
1536770,10,2,guardian2die,330,3,-1,1.6,"March 18, 2022","As someone who's new to the coding world, I cannot really recommend this as a starting point. For free you can learn from many other sources such as Khan Academy, Youtube, replit, and more. That's not to say this program doesn't have a place in the learning field, it does provide useful information on the wording and fundamentals, however, what i find stopping me most of the time from getting the most out of this are the quizzes. There are no multiple choice or hints, you just have to know the answer or you cannot proceed, at all. For someone brand new to Python i find this very discouraging and not helpful at all. Hopefully down the line we can see some additions like more examples and quiz aids, but for now, I think you can get a much better learning experience elsewhere."
1536770,1,0,76561198126080304,53,1,-1,1.1,"March 16, 2022","As someone trying to learn and implement python into my work. This is an awful learning tool and has hands down been the worst tool I've tried to try and learn python.I thought it would be fun trying to learn via a ""game"". It is anything but ... it is a text book with multiple choice quizzes that don't really help towards fundamentally understanding what is attempting to be taught."
1536770,45,0,larper,228,20,-1,0.5,"March 3, 2022","Disclaimer: I am a programming teacher and I checked the game out as it looked like a cool tool to teach programming.This is less of a game, and more of an interactive textbook, and programming textbooks always had a problem that they are boring as hell.I know it is hard to write an entertaining explanation, but exercises could at least be interesting. Why not have a common long term project a student is working on throughout the whole book (e.g. a number guessing game), instead of asking the student what will the following program print: ""a = 11, b = 11*2, c = a*b - c**2, result = a*b + (c- 2*c)"" ... Sigh, I don't want to do math, I want to learn how to code, who cares what the program will print!In my 4 years of professional teaching experience, I found that people have more fun learning by actually working on problems, thus the above mentioned idea that the textbook teaches a student basics of coding by giving them small problems, and then expanding on them which results in a finished game at the end of the book.Number guessing game is a really neat project idea because it teaches all the basics one needs to learn how to code.You first start with variables and printing:number = 0print(number)Then you teach them strings and input: number = int(input(""Enter a number: ""))print(""You have entered "" + str(number))Then you teach branching:random_number = rand_int(0, 100)print(""I have imagined a number! You wanna play a guessing game?"")guess = int(input(""Enter a number and I will tell you if you are close!""))if (guess < number)    print(""The number I imagined is higher!"")elif (guess > number)    print(""The number I imagined is lower!"")else    print(""You guessed the number!"")Then you teach how to make a game loop until the player has guessed the number. Since there are number of ways how to do it I won't write any code.Then you teach them how to check for input, because if the user inputs a string when we ask them to input a number the game will crash, etc.From my experience, this approach is really fun for the students, especially kids, and it also helps them practice being creative and doesn't focus only on rote exercises.That being said, I would recommend ""Learn Programming: Python"" to a college student or older, who is basically looking for an interactive textbook."
1536770,1,0,Phospholipid123,379,21,1,5.8,"February 28, 2022",Pretty fun way to learn Python.
1536770,1,2,76561198970089601,116,5,1,0.3,"February 28, 2022","Rate it highly, but the program does not respect my eyes."
1536770,1,0,drowwy,141,4,1,0.1,"February 28, 2022","I like the concept of the game (note: it's for beginners). As the code is open source, I can even learn more by analysing how the game was created. One point of improvement could be to include a bit more exercises."
1536770,6,0,mlungu,344,14,1,5.8,"February 28, 2022","As someone who can never get past the definitions parts of a Python course, this is amazing!  I highly recommend this.  The explanations are clear, and simplified, skipping the unnecessary and generally confusing stuff that confuses those like me who lack that 'mathematical brain.'People mention the Anti-Virus false positive, which isn't great to see but the dev has addressed this as a known issue that AVs have with Python.  Check out the Github page for this project.  It's save!"
1536770,1,0,alvester,110,32,1,3.6,"February 26, 2022","Well written intro to general programming ideas. Nice python den.Next level class, or interactive python cookbook would be great to see."
1536770,3,0,Avatarmybumisontherail,14,1,-1,25.0,"February 24, 2022","I really liked this game as it works perfectly with my current school curriculum, but i am a bit skeptical with the false positive my AV keeps alerting me to. I saw the comment another user made about getting this (Trojan:Win32/Wacatac.D1!ml) trigger, but I am getting a much different one, labeled this (Trojan:Win32/Woreflint.A!cl) as well. Hopefully this issue gets rectified through microsoft as well, i really was enjoying this."
1536770,0,0,76561198148095861,60,8,1,75.9,"February 24, 2022",Sometimes it opens and some other times it doesnt. It gives error messages but just cause i was waiting for this game to come im gonna wait praying it gets fixed
1536770,1,1,imaguy333,192,22,1,5.6,"February 24, 2022","Absoloutely love this, i really learnt so much i didnt know"
1536770,6,2,spearmintshotgun,530,3,1,17.5,"February 23, 2022","Great resource! I had some programming experience in other languages (C, Java, Javascript, Perl) but had never used Python. This is a terrific primer and I like to keep it open while I'm working on my Python assignments as a quick ref. Thanks devs!"
1536770,56,0,teaswift,855,16,-1,4.9,"February 21, 2022","I don't recommend this game for learning how to code in python. However, I do recommend this game as a primer for understanding how python works and as a springboard to use other resources to learn to code in python. Context: I have a little experience coding in Javascript, Java and C along with a lot more experience playing coding games such as while true: learn(), human resource machine, and Shenzhen I/O. I ended up playing Learning Programming: Python for 5 hours and progressed up to Chapter 8 before writing this review.Review: I found Learning Programming: Python to supply the basics in Python in very laymen terms with excellent ASCII graphics and enjoyable humor. The writers also managed to keep things short and sweet, and provide visual examples for some more abstract concepts such as recursion. This is also its weakness as I found that some of explanations skimmed over details that left me extremely confused (declaring iterator variables in for loops), as well as some examples that escalated upon previous concepts without much explanation. I also found the practice questions to be tricky to figure out with the content provided and would have appreciated so more feedback or hints after getting a answer wrong several times. The questions tended to be all multiple choice or fill in what you think the code would output, which I felt did not test knowledge well compared to other interactive coding tutorials (especially when no feedback was given aside from right or wrong). Overall, I felt a need to supplement what I read in Learning Programming: Python with outside resources, and did not feel that it reinforced what was taught well. Pros: -low entry cost  -pretty graphics -approachable writing -doesnt dive too deep into technicalities-authors receptive to feedback and explanationsCons: -a bit too light on explanations for certain topics-more feedback could be provided with exercises-more variety of exercises could be used to reinforce topics-feeling of disconnect between provided examples and material given"
1536770,24,2,Cowes,296,1,-1,9.4,"February 21, 2022",Anyone else getting Trojan:Win32/Wacatac.D1!ml from this ?
1536770,4,0,SuperVisible,208,3,1,4.0,"February 20, 2022",Great for refreshing Python skills
1536770,4,0,76561198052983291,220,52,1,6.0,"February 20, 2022",neat
1536770,14,0,76561198363310999,20,4,1,5.8,"February 19, 2022","This is truly a game changer, at least for me. I usually get bored and can't keep up with tutorials and tutors. However, this program helped me concentrate more and learn a little bit further."
1536770,16,0,76561198431581132,188,9,1,13.4,"February 19, 2022",As someone with no prior knowledge of programming this is really useful and interactive.
1536770,0,0,76561198148095861,60,8,1,75.9,"February 24, 2022",Sometimes it opens and some other times it doesnt. It gives error messages but just cause i was waiting for this game to come im gonna wait praying it gets fixed
1536770,1,1,imaguy333,192,22,1,5.6,"February 24, 2022","Absoloutely love this, i really learnt so much i didnt know"
1536770,6,2,spearmintshotgun,530,3,1,17.5,"February 23, 2022","Great resource! I had some programming experience in other languages (C, Java, Javascript, Perl) but had never used Python. This is a terrific primer and I like to keep it open while I'm working on my Python assignments as a quick ref. Thanks devs!"
