736260,0,0,76561198296681747,91,7,1,16.6,"November 1, 2021",baba is youbaba is deadbaba is funeral
736260,0,0,76561198262908355,26,4,1,7.2,"November 1, 2021",Fun challenging puzzle game. cute graphics and music.
736260,0,0,thefigment,3,1,1,10.5,"November 1, 2021",baba is Good :)
736260,0,0,76561198883639999,26,7,1,1.9,"November 1, 2021","this game is hard. it stresses me out and makes me frustrated. dont be fooled by its cute gamestyle, art and music. YES Baba is adorable and you wanna hold him in your pocket or kiss him on the head but sometimes it doesnt feel worth it. sometimes i get so mad trying to solve a level that i just want to smash Baba. then you FINALLY figure out the level and you see the solution was so easy and simple and in your face it feels like the game is laughing at you, looking down on you like it knows it bested you. im not even that far into the game, so i cant imagine how much worse it gets. puzzle games are addictive and this game is fun, and the adrenalin and euphoria rush you get from FINALLY completing a level youve been struggling on is addictive and is a feeling im chasing in my normal life. i cant find it anywhere than this game. i recommend it but if you are impatient or have anger issues id recommend having a guide pulled up just in case. :)"
736260,0,0,ducktheduck,27,3,1,5.2,"October 31, 2021","super clever puzzle game! talk about thinking outside the box, this game will push your limits of creativity"
736260,0,0,76561198053120846,20,1,1,32.5,"October 31, 2021",Big fan of this game. Super fun and challenging puzzles that doesn't force you to beat every one to move on to next section.
736260,2,0,cryspr,76,34,1,6.7,"October 31, 2021",Lava is You10/10
736260,0,0,kartoniarz,141,63,1,5.9,"October 31, 2021","Jan69999zapytał(a) 26.10.2021 o 19:16Czy jak chlopak ""wypuszcza sperme"" to jest jakaś odglosChciałbym się masturbowac ale boję się że jakiś domownik usłyszy wytrysk czy to wydaje odgosy czy nie"
736260,0,0,Blu3Souls,208,10,1,36.1,"October 31, 2021",Baba is Win
736260,0,0,76561199013419459,9,4,1,3.6,"October 31, 2021",GAME IS FUN. GAME IS GOOD. GAME IS CHEAP. BABA IS YOU. FLAG IS WIN. RULE IS CHANGE.
736260,0,0,76561198118273158,3,1,1,45.1,"October 31, 2021","New kind of puzzling, stays fresher for longer"
736260,2,0,TheNeutralCat,75,21,1,11.7,"October 30, 2021","good game, honestly its worth enough for the soundtrack alone"
736260,3,1,76561198136408685,136,7,1,21.0,"October 30, 2021",Amazing game. Great music!A shame it made me realize how much of a brainlet I am. 0/10 - Love it!
736260,0,0,76561198962932230,21,2,1,267.2,"October 29, 2021",Most innovative puzzle game in existence.  Makes it fun to have my brain collapse at the difficulty of the levels.
736260,0,0,76561198138138192,29,6,1,2.5,"October 29, 2021",very interesting， i laugh when i play
736260,0,0,76561198993605111,21,8,1,6.0,"October 28, 2021",a
736260,0,0,pizzarollsman,89,34,1,8.7,"October 28, 2021",joe biden...
736260,0,0,garryzhang06,36,5,1,3.4,"October 28, 2021",babagame is fun        you        and        win
736260,0,0,_mr_rue_,211,3,1,53.8,"October 27, 2021",One of the best puzzle games ever. So much outside-the-box thinking.
736260,0,0,76561198154129625,52,19,1,111.1,"October 27, 2021",Amazing
736260,0,0,76561198968790332,8,4,1,116.3,"September 10, 2021",Awesome please play this game you need the editor.
736260,6,0,76561198193963373,100,20,1,14.3,"September 10, 2021","It's a very hard puzzle games that can get really creative. But it's not for everyone and you'll need quite a lot of breaks to play the whole thing since being stuck in this game is very common and very unrewarding. To be fair, it compensates that with the satisfaction it gives you when you beat a hard level you've been stuck on for half an hour. I doubt I ll ever fully finish it as it has way too many extra levels and frankly, after a point it gets too complicated after a hard way of school/work . So if you are thinking of buying this game to 100% it, then good luck."
736260,2,0,nmdchiri,102,1,1,29.8,"September 9, 2021",Great puzzles requiring lateral thinking.
736260,1,0,76561199145012825,9,1,1,19.1,"September 9, 2021",i love this game so much but at the same time it melts my brain. so yes 10/10
736260,1,0,rzfury,85,14,1,39.8,"September 9, 2021",Baba Is Yes
736260,1,0,tourmalinecomet,31,6,1,7.4,"September 8, 2021",Very intriguing puzzles with a unique concept! Great game!!
736260,0,0,AiekaviMetaara,208,22,1,7.9,"September 8, 2021",this game is so hard it can't possibly have been made by a human
736260,0,0,welcome2dennys,87,13,1,4.8,"September 8, 2021",literally the puzzle game ever. so awesome. love the little baba
736260,0,0,MrUgleh,250,10,1,81.7,"September 7, 2021",BABA IS DONE
736260,0,0,animufan,74,7,1,3.2,"September 7, 2021",very fun
736260,0,0,76561198988221283,13,5,1,5.8,"September 6, 2021",game hard
